person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
1,3,7.056437030420506,19,0,36.09525549589383,1,13.47,0.11549142059556487,11346759544.93618,1,0
0,3,6.88092900545861,3,0,35.450705249557494,0,16.89,0.1443598893104385,8238886098.432208,0,1
0,1,6.7622574883483555,7,0,34.04752614226796,5,11.11,0.156008566877461,5247350101.697034,0,1
0,1,7.261986351291143,5,2,40.882380547883685,5,11.01,0.1072433161905317,6061611786.614346,1,0
1,1,7.044662317719735,15,0,32.45175718195024,0,15.99,0.08811411083017963,10711401688.775927,0,1
1,2,7.012174599972287,0,2,34.04752614226796,1,10.45,0.1072433161905317,9364541563.634565,1,0
0,3,6.759179093042794,15,0,30.588849147271755,5,11.01,0.12980923246312995,8666835325.671038,1,0
0,0,7.136696109652066,3,2,36.46631746889368,3,5.99,0.10280919331396833,9211696280.715668,0,0
1,1,7.346065980568752,15,1,40.773347461972534,3,14.96,0.08811411083017963,7300612866.915645,1,0
1,1,7.011062598353518,2,2,29.519576840831487,2,7.61,0.07701149283386494,9161155758.147457,1,0
0,1,6.744232818486767,3,0,23.458810875830338,1,7.88,0.06470865966027203,4426571840.380019,0,1
0,0,7.08973692095381,12,0,32.45175718195024,4,11.01,0.08270392415676227,9571209989.203167,1,0
0,0,6.882459380705351,3,0,33.66892762115928,3,10.17,0.12980923246312995,11465173058.70513,0,0
1,2,6.949276869200193,2,2,31.56006688543129,0,12.76,0.10280919331396833,7131177372.410884,1,0
0,1,7.177787153934456,10,0,26.672335268705126,5,5.42,0.03585586620429589,8379777302.514088,1,0
1,1,6.747668970838968,2,0,26.96844267927803,5,15.7,0.0981519920678359,8764099437.404308,0,1
0,1,6.130414679344731,0,0,22.901613240034013,0,16.95,0.16000897756303825,9010750659.591,0,1
1,3,7.026787680106046,1,0,30.067887089570064,4,11.97,0.07701149283386494,5180549991.188508,0,1
0,0,7.171425626795049,6,2,25.383743933638357,2,6.58,0.027619554849898278,7826599390.043093,0,0
0,1,7.064845366623271,0,2,32.45175718195024,2,14.79,0.08811411083017963,6560736246.241498,0,0
1,3,7.010194007758598,6,2,30.98792862080903,4,12.73,0.08811411083017963,11405853921.57626,0,1
1,1,6.867971726515764,3,2,26.96844267927803,1,14.82,0.07701149283386494,6560736246.241498,1,0
0,1,7.112074117092986,0,2,36.70765527462055,1,11.99,0.1072433161905317,3525053471.6752877,1,0
1,1,6.883939674359813,0,0,25.383743933638357,3,5.79,0.06470865966027203,8961019394.884394,0,0
1,2,6.976249628841741,1,2,26.96844267927803,2,5.79,0.06470865966027203,8053735852.614528,1,0
1,3,6.816768561507098,0,1,33.277490043378286,1,7.88,0.1417065435780084,7257980966.665668,0,0
0,1,6.907708108914951,4,0,30.588849147271755,1,11.83,0.10280919331396833,5950493994.822028,1,0
1,0,6.865075029885114,0,0,34.04752614226796,5,10.99,0.13893162698045083,7781740574.586063,0,0
0,2,6.510803381788221,0,0,22.30412488108157,5,7.29,0.09325838270971218,7173263713.306309,0,1
0,1,6.909176057271529,4,2,26.96844267927803,2,14.72,0.0710193225309618,7257980966.665668,0,0
0,2,6.69109474929678,1,0,26.96844267927803,1,10.41,0.1072433161905317,4109301394.3868337,1,0
1,3,7.137958103274882,0,0,34.19558266684005,1,7.29,0.08811411083017963,5520865255.0543585,1,0
1,2,6.912006749746033,3,0,25.383743933638357,3,13.99,0.05805938790560792,9364541563.634565,0,0
1,3,6.569505421351743,9,0,17.190585143143412,5,13.76,0.03585586620429589,6560736246.241498,0,1
0,0,6.915726981819642,6,0,27.805427795109942,0,15.27,0.07701149283386494,5804663453.868556,1,0
1,1,7.204889700043604,4,2,41.204390136164214,1,11.57,0.12298687408692441,8099735144.155027,1,0
0,3,6.827570863403141,7,0,23.458810875830338,1,7.88,0.05805938790560792,7516524910.169902,1,0
1,2,7.250302902252951,6,0,32.10366786455521,2,8.0,0.05805938790560792,9571209989.203167,0,0
1,1,6.972444422134312,4,0,32.45175718195024,5,16.02,0.10280919331396833,8862159424.668594,0,1
0,3,7.173195835692839,0,0,44.91798955059411,2,15.95,0.15165092065192995,6680056728.2757435,0,1
0,0,7.008454896489198,6,2,28.325918680071606,0,10.99,0.06470865966027203,2723985017.2334247,1,0
0,3,6.645274276532109,9,0,31.789846025976328,1,12.87,0.16000897756303825,7826599390.043093,0,1
0,1,7.041932684128129,0,2,32.45175718195024,3,11.01,0.09325838270971218,7962310779.649973,1,0
1,2,6.981092757108231,1,2,29.742394842383064,4,11.01,0.08270392415676227,6760480306.429029,0,1
1,1,6.896445557712096,0,0,23.01607139381309,0,14.17,0.04365704998860869,8474678343.462059,0,1
0,3,6.979919718699518,0,0,18.424923331317423,5,7.2,0.018919261697151833,9834212478.555706,1,0
0,3,7.166725022122223,14,0,38.89752099820965,1,15.31,0.11549142059556487,6365342784.17936,0,0
0,3,6.9617572627385655,0,1,30.98792862080903,3,12.98,0.09325838270971218,6326780839.396307,1,0
1,0,7.102250398491226,4,2,37.84933336854038,4,9.38,0.1193280169967879,7692587405.676846,0,1
1,2,6.831473109882468,2,2,22.30412488108157,3,10.37,0.05104991517487931,8427130126.877307,0,0
1,0,7.038994523555196,0,2,36.70765527462055,2,14.35,0.12298687408692441,9211696280.715668,0,1
1,2,6.85210726389549,3,2,32.45175718195024,4,10.99,0.12647760575665437,9728385565.992563,1,0
0,3,6.568697039509458,8,0,28.637854045497185,4,9.99,0.1443598893104385,5590841385.45682,0,1
1,3,7.277345361739975,10,2,26.96844267927803,5,10.65,0.027619554849898278,7648292050.977454,1,0
0,2,6.8824376699792165,14,2,32.45175718195024,5,14.65,0.1193280169967879,9887440464.161604,0,0
0,2,6.797031425985843,11,0,30.174165181029924,3,15.27,0.1193280169967879,6841609701.8843565,0,0
0,1,7.249857523844388,0,2,35.450705249557494,1,11.01,0.07701149283386494,6640108402.516829,1,0
0,3,7.0658098937185185,0,2,38.89752099820965,0,12.21,0.13602852903753415,6250169840.097675,1,0
0,0,6.899549489631304,20,2,32.45175718195024,0,10.38,0.1193280169967879,5486118428.808189,1,0
0,3,6.9743772476729005,9,2,34.769827236859605,3,12.53,0.12298687408692441,5213871810.087765,0,0
1,3,7.418252102809869,10,2,34.04752614226796,4,8.56,0.04365704998860869,9519233317.453924,0,0
0,1,7.114202205559999,0,2,41.204390136164214,3,17.49,0.1417065435780084,3376873899.0356894,1,0
0,3,6.754871577045552,10,2,32.87216352562015,3,8.94,0.1493263898595669,4951639638.401928,1,0
0,0,6.856258134907651,3,0,29.058874732093887,2,11.01,0.0981519920678359,7826599390.043093,0,0
0,3,6.93127080610448,7,0,33.277490043378286,2,12.14,0.1193280169967879,6365342784.17936,0,0
1,1,7.039139345389135,1,0,32.45175718195024,1,10.95,0.09325838270971218,5768618101.613169,0,0
1,1,7.330761139577568,6,2,32.45175718195024,3,14.79,0.04365704998860869,9571209989.203167,0,0
1,2,6.938238855181189,8,0,36.70765527462055,5,13.87,0.1443598893104385,6923448820.698049,0,1
0,3,6.981200662942989,12,0,34.04752614226796,4,13.23,0.11549142059556487,10048388836.768229,0,0
0,1,6.782625303875606,2,0,19.92387526527777,1,7.81,0.03585586620429589,10598741127.509588,1,0
1,2,7.284038156810663,3,2,34.04752614226796,4,11.49,0.05805938790560792,8145926278.631867,0,0
0,0,7.075244068226556,0,0,32.45175718195024,0,7.45,0.08270392415676227,7871647027.932008,1,0
1,0,7.065526260909114,0,2,37.2913753598156,4,7.51,0.12298687408692441,5987366286.17871,1,0
0,2,6.88600848198346,11,0,29.742394842383064,2,10.99,0.0981519920678359,9940878835.449945,0,0
0,3,6.59799729293002,0,2,36.09525549589383,1,9.64,0.1917334866928315,4222679190.254307,0,1
0,2,7.023875819375522,9,0,23.458810875830338,0,6.99,0.03585586620429589,11405853921.57626,0,0
1,1,6.8192052100812806,3,0,36.70765527462055,2,11.71,0.16541309029516443,7006001577.959891,0,1
1,2,6.998294871291408,5,2,20.343772087016575,2,12.42,0.027619554849898278,8427130126.877307,1,0
0,3,7.128935266642621,0,2,25.723221701404185,0,5.42,0.03585586620429589,7604183516.216018,0,0
1,1,6.885363330758785,1,2,36.01020261069888,3,12.97,0.1493263898595669,8522422461.534422,0,0
1,2,7.034257175548803,6,1,34.04752614226796,0,12.61,0.10280919331396833,6841609701.8843565,0,0
0,0,7.205670584999226,2,0,29.742394842383064,2,7.74,0.05104991517487931,6720180533.965064,0,0
1,3,7.224700994224213,0,2,42.42277559275539,3,7.49,0.12647760575665437,7215531413.520621,1,0
1,1,6.960002648701151,0,2,28.325918680071606,0,7.88,0.0710193225309618,7215531413.520621,1,0
0,0,6.947884803623515,1,0,30.588849147271755,1,13.98,0.09325838270971218,6098985949.511718,1,0
1,0,6.823967466340966,8,2,26.672335268705126,3,9.06,0.08270392415676227,4606988558.936388,1,0
1,0,6.983169169903815,0,0,28.325918680071606,0,11.01,0.0710193225309618,8474678343.462059,0,0
0,1,7.409177308141694,2,2,37.81434580638718,2,13.77,0.06470865966027203,6720180533.965064,0,1
0,1,7.22078728831648,10,1,38.89752099820965,4,11.01,0.10280919331396833,8862159424.668594,0,0
1,1,7.026773584262388,5,2,28.325918680071606,3,7.35,0.06470865966027203,5732736715.296214,0,0
1,1,6.659851076698426,0,0,22.0522563643385,1,5.99,0.06470865966027203,8813029690.089045,1,0
0,0,7.033401822395136,9,0,26.79337777234897,3,10.8,0.05104991517487931,10320882426.7784,1,0
1,3,7.221012695873267,6,1,34.04752614226796,3,13.57,0.0710193225309618,8099735144.155027,1,0
0,3,7.024973748938538,0,0,32.45175718195024,0,14.43,0.09325838270971218,8618500441.98422,0,1
0,2,7.112669674707492,3,0,24.663711262149235,5,12.69,0.03585586620429589,3808990293.325524,0,0
1,1,7.277714403977318,5,2,31.182026356831155,2,5.99,0.04365704998860869,5180549991.188508,1,0
1,2,7.188588163293074,0,2,32.45175718195024,1,12.83,0.06470865966027203,8715368153.463764,1,0
0,0,7.124201247284451,0,0,34.04752614226796,3,7.51,0.08811411083017963,4887618615.645476,1,0
0,1,7.0237762563978805,10,2,30.067887089570064,0,10.99,0.07701149283386494,5280985330.03343,0,0
1,2,6.858710756998378,2,0,36.09525549589383,1,9.63,0.1538766784635744,8666835325.671038,0,1
1,2,7.038205930827294,5,2,32.45175718195024,3,7.49,0.09325838270971218,4251377352.59881,1,0
0,3,6.952237984618763,11,0,26.96844267927803,2,14.96,0.06470865966027203,6098985949.511718,0,1
0,3,6.919841114193649,2,0,32.45175718195024,0,14.26,0.11549142059556487,8474678343.462059,0,1
1,2,6.945437675915053,4,0,30.588849147271755,0,14.16,0.09325838270971218,9467463369.774864,1,0
1,3,7.011510802735347,6,2,30.588849147271755,4,14.27,0.08270392415676227,8522422461.534422,0,1
1,3,7.080394723386704,0,0,20.343772087016575,3,11.41,0.018919261697151833,8285655796.167485,0,0
0,1,7.250074463557379,1,2,28.325918680071606,1,11.0,0.03585586620429589,3943430504.433568,1,0
1,3,6.89441160751885,4,2,31.56006688543129,4,9.63,0.11146683302930122,8522422461.534422,1,0
0,2,6.897914654057843,3,0,37.57787262179656,1,11.09,0.15805121148235712,10768059186.722908,0,1
1,3,7.303406829502072,0,2,32.45175718195024,3,5.99,0.05104991517487931,2959614679.1443586,1,0
1,1,6.864305026094463,17,0,30.588849147271755,1,7.14,0.1072433161905317,5950493994.822028,1,0
0,3,7.012621294887397,10,2,32.10366786455521,5,9.99,0.09325838270971218,7737070080.09842,0,0
0,2,7.395106983846008,5,2,32.45175718195024,3,11.71,0.03585586620429589,10711401688.775927,0,0
0,2,6.824156253895852,7,2,28.659941762307444,5,11.89,0.0981519920678359,8427130126.877307,1,0
1,1,6.69024113580138,0,0,26.96844267927803,5,6.91,0.1072433161905317,4081308438.919745,0,0
0,1,7.14151674277497,0,2,28.325918680071606,0,10.65,0.05104991517487931,7826599390.043093,1,0
1,1,7.152323329647943,0,2,38.89752099820965,3,12.53,0.11549142059556487,5213871810.087765,0,0
1,2,7.220328285598441,0,0,38.89752099820965,1,14.17,0.10280919331396833,2502377152.5914655,1,0
1,2,7.207798683018161,0,2,41.204390136164214,0,6.99,0.12298687408692441,7047546796.942535,1,0
1,3,7.355657822093089,4,2,38.89752099820965,1,13.22,0.07701149283386494,7429607600.467217,0,0
0,1,6.772818600552314,2,2,25.383743933638357,1,10.33,0.07701149283386494,9161155758.147457,0,0
1,2,6.820074395028552,9,2,31.56006688543129,5,6.03,0.12647760575665437,9781194353.895208,1,0
0,2,7.033691788993135,0,0,32.45175718195024,3,11.01,0.09325838270971218,8764099437.404308,0,1
0,0,6.364937324098616,1,0,17.190585143143412,2,10.25,0.05805938790560792,8764099437.404308,0,1
1,1,6.987431674720146,1,2,34.04752614226796,4,14.22,0.11549142059556487,5987366286.17871,1,0
1,3,7.189223628325732,4,1,28.325918680071606,2,8.9,0.04365704998860869,6521311444.86561,1,0
1,3,6.980011765476461,9,0,32.45175718195024,2,9.51,0.10280919331396833,7173263713.306309,1,0
1,3,7.0109294972558756,2,2,37.17677871827455,5,12.61,0.13299022231983967,5417104911.143177,1,0
1,3,7.147506392905986,6,2,32.45175718195024,0,11.49,0.0710193225309618,8007927899.197785,1,0
0,2,7.16429920073653,16,2,28.325918680071606,5,14.1,0.04365704998860869,8961019394.884394,1,0
0,1,6.709754896218984,1,0,26.96844267927803,2,11.67,0.10280919331396833,6640108402.516829,1,0
1,2,6.945959713523092,15,2,26.96844267927803,5,11.38,0.06470865966027203,8007927899.197785,0,0
0,2,6.987823201526673,0,2,34.04752614226796,5,16.29,0.11549142059556487,9211696280.715668,0,1
1,1,7.0335077129659345,15,0,40.55264192245019,1,14.26,0.15165092065192995,8862159424.668594,0,1
0,1,7.383154454648155,7,2,30.468202575053773,0,12.73,0.03585586620429589,6640108402.516829,1,0
0,0,7.1156881576524915,0,0,34.04752614226796,0,8.22,0.08811411083017963,8666835325.671038,1,0
1,0,6.945749796206075,2,2,28.325918680071606,0,6.92,0.07701149283386494,6365342784.17936,1,0
0,0,7.010806207538173,0,0,28.325918680071606,1,11.49,0.06470865966027203,3889244966.07471,1,0
1,1,6.840393614224072,11,0,25.968163338141284,0,11.54,0.0710193225309618,5950493994.822028,1,0
1,1,7.251556309277134,7,2,29.519576840831487,5,8.73,0.04365704998860869,7962310779.649973,0,0
1,1,6.8907378477820895,0,0,30.067887089570064,2,11.91,0.0981519920678359,6024405391.234744,0,1
0,4,7.239235037032896,18,0,30.588849147271755,3,15.27,0.05104991517487931,10939346953.443577,0,1
0,3,6.951996640235581,13,2,34.62886306205159,5,12.84,0.12647760575665437,10156746691.388227,0,0
1,1,7.056003337257627,14,0,26.96844267927803,1,13.49,0.05104991517487931,7300612866.915645,0,0
0,0,6.920824699827248,0,2,18.544649701596406,1,14.96,0.018919261697151833,8715368153.463764,1,0
1,3,6.6785257810130005,16,0,26.96844267927803,5,14.65,0.11146683302930122,7047546796.942535,1,0
1,3,7.2571425822719915,5,0,32.45175718195024,4,10.65,0.05805938790560792,5555772750.873793,1,0
1,2,7.055736823434362,8,0,28.325918680071606,0,7.49,0.05805938790560792,8192309761.415138,1,0
1,1,6.907499801215855,5,0,32.78932951737432,3,10.45,0.1193280169967879,4165708210.4484777,0,0
1,1,7.108265414928168,0,0,32.45175718195024,5,7.88,0.07701149283386494,5950493994.822028,0,0
0,3,7.188559764365408,7,2,32.45175718195024,0,14.79,0.06470865966027203,3575486526.9195576,1,0
0,3,6.825346666192287,0,0,19.318964459565546,1,10.37,0.027619554849898278,8238886098.432208,1,0
0,1,7.18937946159057,3,2,36.70765527462055,3,6.54,0.09325838270971218,8715368153.463764,0,0
0,2,7.102503592902587,21,2,36.09525549589383,5,14.46,0.1072433161905317,8053735852.614528,0,1
1,3,7.128029115058658,4,2,29.519576840831487,5,7.29,0.05805938790560792,8715368153.463764,0,0
0,4,6.882321856036751,17,1,30.588849147271755,0,10.38,0.1072433161905317,7215531413.520621,0,0
1,1,7.023030946730631,2,0,32.45175718195024,4,13.49,0.09325838270971218,5048818182.521076,1,0
1,1,7.22652009751038,3,0,27.534420041037464,5,15.27,0.03585586620429589,7257980966.665668,0,0
1,0,6.672791421900444,9,0,32.42516577298659,2,10.27,0.16000897756303825,9781194353.895208,0,1
0,2,7.046715678930212,9,2,23.047838721880108,5,13.16,0.027619554849898278,3304517702.9827456,1,0
0,1,6.705903259566042,0,2,29.519576840831487,3,14.93,0.12980923246312995,7648292050.977454,1,0
0,3,7.025224054716366,5,0,33.277490043378286,1,11.01,0.0981519920678359,10376022839.92535,0,0
0,1,6.498882386664026,10,0,22.785548671474736,4,7.29,0.0981519920678359,6964635749.477191,0,1
1,1,6.421955926094941,10,0,22.0522563643385,0,11.01,0.10280919331396833,7604183516.216018,0,1
1,2,6.977135465294003,6,0,26.96844267927803,0,10.83,0.06470865966027203,5486118428.808189,1,0
1,2,6.818909188400063,19,2,19.318964459565546,0,10.38,0.027619554849898278,4887618615.645476,0,0
0,0,6.967888481889099,2,0,37.574526223901884,2,6.55,0.1443598893104385,7692587405.676846,0,1
0,2,6.758495922745023,12,0,23.458810875830338,3,10.65,0.06470865966027203,9060683464.33266,0,0
0,1,7.047792622394627,14,0,29.742394842383064,5,10.0,0.0710193225309618,6841609701.8843565,1,0
0,1,7.011589544907823,17,2,36.70765527462055,1,16.35,0.12980923246312995,5247350101.697034,1,0
1,3,7.092263397471577,0,2,41.204390136164214,5,11.12,0.1443598893104385,6841609701.8843565,0,0
0,1,7.039573426587956,13,0,34.769827236859605,5,12.53,0.1072433161905317,8911489154.847576,0,0
0,1,7.011614147977343,12,0,28.325918680071606,3,8.0,0.06470865966027203,10542736998.83045,0,0
0,4,7.188534203138568,0,2,22.785548671474736,0,11.01,0.018919261697151833,9467463369.774864,0,0
0,2,6.814305791158156,0,0,25.383743933638357,5,10.74,0.0710193225309618,5451531803.518672,0,0
0,1,6.773782006790531,0,0,36.09525549589383,2,6.62,0.1686611721365584,7429607600.467217,0,1
0,3,7.133505594284876,17,2,30.588849147271755,4,7.24,0.06470865966027203,5840873245.261159,1,0
1,2,7.165505269541112,2,2,38.89752099820965,5,10.62,0.11549142059556487,2387216757.449728,1,0
1,4,6.932290301667728,23,0,27.670868358619714,2,12.61,0.0710193225309618,13959744208.83014,0,0
0,1,6.93875996333378,0,1,23.458810875830338,1,13.16,0.04365704998860869,7516524910.169902,0,0
0,1,6.9597380836858775,5,0,35.450705249557494,1,10.37,0.12980923246312995,5877247949.561329,0,1
1,2,6.844994738745581,0,0,36.09525549589383,1,8.62,0.156008566877461,7300612866.915645,0,1
1,2,7.0115354116861335,18,1,29.291823277911707,3,17.49,0.0710193225309618,8764099437.404308,0,0
1,2,6.930511997997939,2,2,30.588849147271755,0,10.59,0.0981519920678359,6098985949.511718,0,0
1,1,6.626227501786365,0,0,32.45175718195024,1,13.6,0.1670703410180299,8238886098.432208,0,1
0,3,6.898895122605721,0,2,29.742394842383064,5,7.29,0.09325838270971218,7737070080.09842,1,0
1,2,7.153369454159357,4,2,38.89752099820965,0,16.7,0.11549142059556487,7962310779.649973,0,0
1,2,6.405755705325787,0,0,25.383743933638357,3,9.76,0.1417065435780084,3575486526.9195576,0,1
1,0,6.902870645864642,10,0,25.683147493935785,1,14.7,0.06470865966027203,9940878835.449945,0,1
0,3,6.757271169782434,2,2,23.458810875830338,5,11.13,0.06470865966027203,5950493994.822028,1,0
0,0,6.759241133468307,0,0,30.588849147271755,1,11.01,0.12980923246312995,6174239489.4849205,0,0
1,2,6.931139234909138,1,2,23.458810875830338,0,11.01,0.04365704998860869,6720180533.965064,1,0
0,2,7.102708236880569,3,2,38.89752099820965,5,10.37,0.12647760575665437,8570362990.916106,0,0
0,2,6.981308533714694,3,0,22.970477625249153,2,9.03,0.03585586620429589,7560261302.168223,0,1
0,1,6.879457431514514,1,0,23.879472055128485,0,9.63,0.05104991517487931,3835605949.8163095,0,0
1,0,7.133116791257134,6,2,36.09525549589383,1,13.0,0.10280919331396833,4606988558.936388,1,0
1,0,6.899157021083791,0,0,36.70765527462055,1,8.49,0.15165092065192995,6250169840.097675,0,1
1,0,7.154117748717623,5,2,38.89752099820965,1,14.82,0.11549142059556487,9781194353.895208,1,0
1,2,7.103172853394705,3,2,34.04752614226796,5,5.79,0.09325838270971218,4919552965.765243,1,0
0,0,6.768616232835029,0,0,29.547693907986407,1,6.54,0.1193280169967879,9060683464.33266,0,1
1,3,7.033769989993401,3,0,30.588849147271755,5,15.28,0.07701149283386494,6212119823.796713,0,1
1,2,6.9539693697323015,2,0,26.926076633587012,5,11.77,0.06470865966027203,8238886098.432208,0,1
0,2,7.020377825413858,8,2,31.56006688543129,1,11.01,0.08811411083017963,4855836129.799722,1,0
1,3,7.01676955277976,7,0,26.723332483808534,3,13.98,0.05805938790560792,10542736998.83045,0,0
0,2,7.143886899690576,10,2,30.3315897726121,5,13.23,0.05805938790560792,5987366286.17871,0,1
0,3,6.947813259346961,3,1,23.879472055128485,1,8.49,0.04365704998860869,7826599390.043093,1,0
1,3,6.882633016658024,9,0,34.04752614226796,5,13.57,0.13299022231983967,7173263713.306309,1,0
1,2,6.843619238917632,9,0,28.940365322032605,1,7.14,0.0981519920678359,8238886098.432208,0,0
0,3,6.88438610704522,1,0,38.56811035771303,0,6.99,0.1670703410180299,6882440301.389922,0,1
1,0,6.745912137372077,3,0,25.383743933638357,2,10.75,0.08270392415676227,6560736246.241498,1,0
