previous_loan_defaults_on_file,loan_percent_income,loan_int_rate,person_income
0,0.10735536519184478,10.41,6.772260294975771
0,0.0881865105148077,7.29,7.232782281871289
1,0.05808895505540834,13.99,6.999732355390918
1,0.03586669469958983,13.76,6.6472132715991235
0,0.07706550839080353,15.27,7.003566218648177
0,0.12314020680144803,11.57,7.301895555419681
0,0.05808895505540834,7.88,6.9127458952596115
1,0.05808895505540834,8.0,7.348810202799215
1,0.10291108755642685,16.02,7.062029304523781
1,0.1519045031768632,15.95,7.2691640076236474
0,0.06474586227505028,10.99,7.099161133042042
1,0.16029942480720005,12.87,6.725124326592048
0,0.09334040913530196,11.01,7.133690582571648
1,0.08276696795456778,11.01,7.070946017424457
1,0.043673327081762456,14.17,6.98369701386042
0,0.018922190903316233,7.2,7.069736542593112
1,0.11562403831351005,15.31,7.262482354594041
0,0.09334040913530196,12.98,7.0510113051375
1,0.11947098721153884,9.38,7.195925669098412
1,0.05107247465373813,10.37,6.916764825324594
1,0.12314020680144803,14.35,7.130659767492875
0,0.12664128808888697,10.99,6.938017885895807
1,0.14458441545070555,9.99,6.646382254825039
0,0.027625889271455525,10.65,7.376754973073696
1,0.11947098721153884,14.65,6.969263893406867
1,0.11947098721153884,15.27,6.8812972313234155
0,0.07706550839080353,11.01,7.348350015374121
0,0.13622299164492185,12.21,7.158323309535163
0,0.11947098721153884,10.38,6.986895374159702
1,0.12314020680144803,12.53,7.064022059358615
1,0.043673327081762456,8.56,7.522464769153687
0,0.14192114856412413,17.49,7.2082608766993665
0,0.1495704121238469,8.94,6.837893636244054
1,0.09824386520004495,11.01,6.9422936486300255
1,0.11947098721153884,12.14,7.019585969618866
1,0.09334040913530196,10.95,7.130809154655167
1,0.043673327081762456,14.79,7.431971325419325
1,0.14458441545070555,13.87,7.026767975148369
1,0.11562403831351005,13.23,7.0710572755259085
0,0.03586669469958983,7.81,6.866464630621163
1,0.05808895505540834,11.49,7.383672039063439
0,0.08276696795456778,7.45,7.168057255062357
0,0.12314020680144803,7.51,7.158030675336772
1,0.09824386520004495,10.99,6.972942960812074
1,0.1922116722466499,9.64,6.67650588400222
1,0.03586669469958983,6.99,7.115065381376116
1,0.16572964823486547,11.71,6.904130481549386
0,0.027625889271455525,12.42,7.088683696151784
1,0.03586669469958983,5.42,7.223468153173146
1,0.1495704121238469,12.97,6.972278243489591
1,0.10291108755642685,12.61,7.125773172410346
1,0.05107247465373813,7.74,7.3027021123468545
0,0.12664128808888697,7.49,7.32235972617421
0,0.07106470082915535,7.88,7.049202459049398
0,0.09334040913530196,13.98,7.036710726818538
0,0.08276696795456778,9.06,6.9090348525691905
1,0.07106470082915535,11.01,7.073086953304325
1,0.06474586227505028,13.77,7.513075434963595
1,0.10291108755642685,11.01,7.3183167854362035
1,0.06474586227505028,7.35,7.1180541785680855
0,0.06474586227505028,5.99,6.740117974982312
0,0.05107247465373813,10.8,7.1248908909155295
0,0.07106470082915535,13.57,7.318549632722438
1,0.09334040913530196,14.43,7.116197794196064
1,0.03586669469958983,12.69,7.206679119278908
0,0.043673327081762456,5.99,7.377136371752333
0,0.06474586227505028,12.83,7.285059254023951
0,0.0881865105148077,7.51,7.218581566716475
1,0.07706550839080353,10.99,7.114962691843412
1,0.15413968803428138,9.63,6.944820126832776
0,0.09334040913530196,7.49,7.129846318286018
1,0.06474586227505028,14.96,7.041198090554229
1,0.11562403831351005,14.26,7.007806137677961
0,0.09334040913530196,14.16,7.034188233314509
1,0.08276696795456778,14.27,7.102312668776019
1,0.018922190903316233,11.41,7.173371873843219
0,0.03586669469958983,11.0,7.348574168213747
0,0.11158913402205967,9.63,6.981601226518341
1,0.15833265703001698,11.09,6.985210794113797
0,0.05107247465373813,5.99,7.403691890771583
0,0.10735536519184478,7.14,6.950583027771814
1,0.09334040913530196,9.99,7.103457930190072
1,0.03586669469958983,11.71,7.498518856224652
0,0.09824386520004495,11.89,6.909229277418768
1,0.10735536519184478,6.91,6.771382035151114
0,0.05107247465373813,10.65,7.236455990733812
1,0.11562403831351005,12.53,7.247612645740162
0,0.10291108755642685,14.17,7.317842634333812
0,0.12314020680144803,6.99,7.304900198370333
1,0.07706550839080353,13.22,7.4577156174285095
1,0.07706550839080353,10.33,6.856368494546055
0,0.12664128808888697,6.03,6.905025591900037
1,0.09334040913530196,11.01,7.1251899856293095
1,0.05808895505540834,10.25,6.437062356097798
0,0.11562403831351005,14.22,7.077482018399653
0,0.043673327081762456,8.9,7.285715523929107
0,0.10291108755642685,9.51,7.069831448098444
0,0.13317448646743135,12.61,7.101713166634146
0,0.07106470082915535,11.49,7.242639551254067
0,0.043673327081762456,14.1,7.2599775811573934
0,0.10291108755642685,11.67,6.791460543253595
1,0.06474586227505028,11.38,7.034726344555816
1,0.11562403831351005,16.29,7.077885728503552
1,0.1519045031768632,14.26,7.12500011483215
0,0.03586669469958983,12.73,7.486154626215458
0,0.0881865105148077,8.22,7.209794577395347
0,0.07706550839080353,6.92,7.034509963591996
0,0.06474586227505028,11.49,7.101586017909235
0,0.07106470082915535,11.54,6.925952498837966
1,0.043673327081762456,8.73,7.350105295092624
1,0.09824386520004495,11.91,6.977815855648849
1,0.05107247465373813,15.27,7.337374821004624
1,0.12664128808888697,12.84,7.040949303099373
1,0.05107247465373813,13.49,7.148205905231864
0,0.018922190903316233,14.96,7.008819815064735
0,0.11158913402205967,14.65,6.75932895936921
0,0.05808895505540834,10.65,7.355877514949558
0,0.05808895505540834,7.49,7.147930954196272
1,0.11947098721153884,10.45,6.99508788878043
1,0.07706550839080353,7.88,7.2021334958607985
0,0.06474586227505028,14.79,7.28502992540473
0,0.027625889271455525,10.37,6.9104552422252326
1,0.09334040913530196,6.54,7.285876459623595
1,0.10735536519184478,14.46,7.1961869737106605
1,0.05808895505540834,7.29,7.222532784183338
1,0.10735536519184478,10.38,6.969144569993472
0,0.09334040913530196,13.49,7.114193979868628
1,0.03586669469958983,15.27,7.324238941824633
1,0.16029942480720005,10.27,6.753429658188302
0,0.027625889271455525,13.16,7.138624555473299
0,0.12998323124978628,14.93,6.787497216107969
1,0.09824386520004495,11.01,7.116455962797306
1,0.09824386520004495,7.29,6.574630117788773
1,0.10291108755642685,11.01,6.495608071665031
0,0.06474586227505028,10.83,7.066865849021883
1,0.027625889271455525,10.38,6.903825631649695
1,0.14458441545070555,6.55,7.0573322180428235
1,0.06474586227505028,10.65,6.841624384177654
0,0.07106470082915535,10.0,7.139735518441866
0,0.12998323124978628,16.35,7.102393876027614
1,0.14458441545070555,11.12,7.1856191824975735
1,0.10735536519184478,12.53,7.131256920723687
1,0.06474586227505028,8.0,7.102419249323576
1,0.018922190903316233,11.01,7.2850035273894465
1,0.07106470082915535,10.74,6.899085032587474
1,0.16899437864242126,6.62,6.857360302847664
0,0.06474586227505028,7.24,7.228185945684721
0,0.11562403831351005,10.62,7.261222897256276
1,0.07106470082915535,12.61,7.020636745694641
1,0.043673327081762456,13.16,7.0273050992230655
1,0.12998323124978628,10.37,7.048929718873464
1,0.15628086545310166,8.62,6.930691662069019
1,0.07106470082915535,17.49,7.102338048122068
1,0.09824386520004495,10.59,7.018803884719483
1,0.1673952995841094,13.6,6.705535183204381
0,0.09334040913530196,7.29,6.986221093715816
1,0.11562403831351005,16.7,7.248692709144779
1,0.14192114856412413,9.76,6.478971716336903
1,0.06474586227505028,14.7,6.99031764905536
0,0.06474586227505028,11.13,6.840363664482368
1,0.12998323124978628,11.01,6.842391484581879
0,0.043673327081762456,11.01,7.019450362096621
1,0.12664128808888697,10.37,7.196398173124448
1,0.03586669469958983,9.03,7.071168497566187
1,0.05107247465373813,9.63,6.966193378370093
0,0.10291108755642685,13.0,7.227784591023937
1,0.1519045031768632,8.49,6.9864909617825015
0,0.11562403831351005,14.82,7.249465285753516
0,0.09334040913530196,5.79,7.196877674127871
1,0.11947098721153884,6.54,6.852042317969049
1,0.07706550839080353,15.28,7.125270648502562
1,0.06474586227505028,11.77,7.042982884942678
0,0.0881865105148077,11.01,7.111457587720911
1,0.05808895505540834,13.98,7.10773615528269
1,0.05808895505540834,13.23,7.238902844598793
0,0.043673327081762456,8.49,7.036636978486175
0,0.13317448646743135,13.57,6.969465159842475
1,0.09824386520004495,7.14,6.92927487898353
1,0.1673952995841094,6.99,6.971271388667499
0,0.08276696795456778,10.75,6.828671585446229
0,0.0881865105148077,11.01,7.033593482971031
0,0.10735536519184478,12.42,7.167446621405016
1,0.05808895505540834,11.06,7.2066977282720694
0,0.09334040913530196,18.39,7.112631619921191
0,0.09824386520004495,13.92,6.807917234590684
1,0.10291108755642685,9.63,7.061555037974738
1,0.1495704121238469,9.99,6.930957718759612
1,0.08276696795456778,6.17,7.169628903131054
0,0.09824386520004495,5.99,7.084880021405732
0,0.11158913402205967,12.68,7.075225597942824
1,0.15413968803428138,7.88,6.934809708967628
0,0.06474586227505028,12.61,7.181919320452827
0,0.05107247465373813,14.09,7.142036841236092
1,0.027625889271455525,11.49,7.07590627885054
1,0.1495704121238469,11.48,6.768799711316128
1,0.05808895505540834,5.42,7.167576369526793
0,0.05808895505540834,9.93,7.381380130877336
1,0.05107247465373813,6.92,7.089491032461859
1,0.10735536519184478,12.98,6.9120190465689415
0,0.09824386520004495,6.62,7.163716958787265
0,0.03586669469958983,13.23,7.147344826071198
0,0.13317448646743135,10.65,6.900119783916095
1,0.16399413641692195,11.99,7.206790757600336
0,0.027625889271455525,15.21,6.999547758330033
0,0.12664128808888697,13.45,7.198491386395467
0,0.11562403831351005,6.54,6.802553249672354
0,0.0881865105148077,11.81,6.841411011777676
0,0.05107247465373813,11.01,7.034862286239743
0,0.14458441545070555,5.99,6.7546089715225985
1,0.1471322200089892,16.0,7.09840718566858
0,0.12664128808888697,10.99,7.196064032377748
1,0.06474586227505028,7.14,7.099529805856302
0,0.05107247465373813,9.99,6.655988941760714
0,0.027625889271455525,12.62,7.050810790164071
0,0.1495704121238469,6.99,6.682878922321516
1,0.10735536519184478,11.01,7.2986350614489695
1,0.09824386520004495,13.61,7.043133715745757
0,0.13913620725483847,15.05,7.033500460859973
1,0.11158913402205967,14.11,6.98543872187116
0,0.03586669469958983,11.01,7.086654314407462
1,0.12314020680144803,11.54,7.222493753019413
0,0.11562403831351005,12.0,7.004477680399526
0,0.07106470082915535,12.99,6.961910036613917
0,0.07706550839080353,7.51,7.118451349025466
0,0.018922190903316233,15.58,6.952816791577305
0,0.12998323124978628,18.78,7.267939317096857
0,0.13622299164492185,11.66,6.886936762981932
1,0.05808895505540834,8.9,7.07622967723681
0,0.009724671349929508,14.42,7.4794338370141835
0,0.07706550839080353,12.99,7.349240879043236
0,0.09824386520004495,10.44,6.8423276216355235
1,0.09824386520004495,8.49,6.974856216202471
0,0.12998323124978628,11.01,6.991537318485798
1,0.11562403831351005,12.14,6.9952402418909285
1,0.09824386520004495,12.53,6.996422180852417
1,0.05107247465373813,5.42,7.167990390540998
0,0.07706550839080353,6.03,7.293677808683411
0,0.11158913402205967,6.92,6.758633503586563
1,0.10735536519184478,11.01,6.867677205409015
0,0.07706550839080353,8.69,6.950567302169178
0,0.05808895505540834,10.08,6.818902591471933
0,0.027625889271455525,11.07,7.311065474622857
1,0.11158913402205967,6.62,7.026774299094374
1,0.05808895505540834,6.94,7.09556105883296
0,0.10291108755642685,12.69,7.1833235532405455
1,0.17856552308904694,11.11,6.862651299572789
1,0.07706550839080353,11.46,7.11951946244059
0,0.07106470082915535,7.49,7.087445245359975
1,0.05107247465373813,7.68,7.008233308884848
0,0.09334040913530196,11.01,7.07636114186034
1,0.12314020680144803,12.53,7.062126362805964
0,0.06474586227505028,11.48,7.101092231097655
0,0.15628086545310166,10.74,6.804507558022746
1,0.027625889271455525,9.63,7.267469201408785
0,0.07106470082915535,5.42,6.646400339863312
0,0.11562403831351005,14.14,6.996642918797856
1,0.16899437864242126,14.42,6.842231806072568
1,0.05808895505540834,10.51,7.425497942231861
0,0.10735536519184478,12.01,7.034336761372106
0,0.03586669469958983,10.95,7.568838099696542
1,0.14458441545070555,11.12,6.726908063625398
1,0.06474586227505028,9.75,7.096057746594081
0,0.05808895505540834,10.0,6.890594974051952
1,0.11562403831351005,14.11,6.6616758240563465
1,0.009724671349929508,10.95,7.376362073675058
0,0.13317448646743135,13.49,6.913383947648738
0,0.10735536519184478,11.01,7.112971233479024
1,0.17856552308904694,13.89,6.527803519895793
0,0.07106470082915535,8.94,7.248184306745976
0,0.027625889271455525,10.74,7.299045472614612
1,0.13317448646743135,13.2,7.194256946756196
0,0.0881865105148077,15.98,7.14777564075001
1,0.17856552308904694,15.33,6.987561280777168
0,0.10735536519184478,10.25,7.182856131192137
0,0.05107247465373813,11.01,7.292713885656237
0,0.05808895505540834,10.94,7.089132451810463
0,0.09334040913530196,12.32,7.034268693923523
1,0.09824386520004495,11.99,7.2226143799211835
1,0.05808895505540834,14.74,7.185047746048795
0,0.043673327081762456,11.11,7.239836794628736
0,0.07106470082915535,9.7,6.782463154324043
0,0.08276696795456778,10.59,6.82634286854001
0,0.09334040913530196,7.9,7.256129700846624
0,0.027625889271455525,9.62,7.2054336715923215
1,0.1519045031768632,8.49,6.876894981067789
1,0.11158913402205967,9.21,6.742181237319693
0,0.05808895505540834,8.13,7.2487189279408115
0,0.11158913402205967,7.29,6.986327645440004
0,0.06474586227505028,20.0,7.206291815637753
1,0.043673327081762456,15.64,7.481343245137248
0,0.03586669469958983,15.99,6.778958529651877
1,0.11562403831351005,13.57,6.736127392386092
0,0.05107247465373813,6.17,7.20677959545678
1,0.09334040913530196,12.21,7.159983907191633
0,0.13622299164492185,10.62,7.229209806231321
1,0.1471322200089892,17.99,6.840342258455415
0,0.07106470082915535,11.36,7.019282393685362
0,0.16572964823486547,9.45,6.9903878603369565
0,0.06474586227505028,6.62,7.19743303142647
1,0.10291108755642685,15.65,7.101764012838893
1,0.06474586227505028,11.86,6.970410314221857
0,0.09334040913530196,11.11,7.285589646060627
1,0.13317448646743135,15.35,7.239698723372039
1,0.08276696795456778,6.03,7.335126519948635
1,0.07106470082915535,10.62,7.5341970418924955
0,0.03586669469958983,13.23,7.326355222636858
0,0.018922190903316233,14.26,7.036347979385628
0,0.10735536519184478,6.91,7.0342068028074385
0,0.07106470082915535,10.65,7.2706233161833245
0,0.12314020680144803,8.28,6.953191616840477
1,0.06474586227505028,12.71,6.9250832230455694
0,0.09334040913530196,13.57,6.932996389014101
0,0.0881865105148077,13.35,7.2853465348288875
0,0.12998323124978628,7.51,6.9219429114106354
0,0.08276696795456778,11.71,6.99394311772972
0,0.12998323124978628,11.21,7.241666654939679
0,0.11158913402205967,11.01,7.229115910456907
0,0.0881865105148077,8.15,6.9627161951467915
0,0.0881865105148077,7.51,7.05685722517582
0,0.12314020680144803,14.96,6.960995170806303
1,0.13622299164492185,11.26,6.976211248411314
1,0.11947098721153884,9.63,6.755649595942727
0,0.10735536519184478,7.51,7.103690565474325
1,0.11947098721153884,7.9,7.349115826016588
0,0.0881865105148077,11.01,7.206023417538291
1,0.14458441545070555,12.84,6.602055980276511
0,0.11562403831351005,12.87,6.993699804570171
0,0.03586669469958983,6.76,7.348557301948195
0,0.14458441545070555,11.01,7.102617096185404
0,0.12314020680144803,11.83,7.223238099320595
0,0.027625889271455525,12.69,7.103543922615881
1,0.07706550839080353,11.01,6.881316337134698
1,0.07106470082915535,5.99,7.1824080708951685
0,0.13317448646743135,11.99,7.062844883214128
0,0.05808895505540834,16.29,6.754013008330236
0,0.14458441545070555,9.95,6.9683904045002425
1,0.10735536519184478,13.23,6.569662863417369
1,0.11158913402205967,15.86,7.0810227645773995
0,0.09824386520004495,10.78,6.842593642899378
0,0.0881865105148077,11.11,7.2235848885316924
0,0.05808895505540834,11.98,7.012713586003841
1,0.05808895505540834,11.01,6.994935469195556
1,0.07106470082915535,10.59,7.103346613628184
1,0.14192114856412413,9.99,6.903870478858215
1,0.05107247465373813,8.9,7.127469598548699
0,0.12314020680144803,12.18,7.140044480743364
1,0.15413968803428138,11.36,6.949062269787721
0,0.05107247465373813,7.49,7.404056419297857
0,0.10291108755642685,16.4,6.91136097711296
1,0.07106470082915535,6.67,6.971590044599992
1,0.12664128808888697,14.27,6.851046153239077
0,0.11562403831351005,13.11,7.145580299704231
1,0.05107247465373813,10.37,7.349212024982753
0,0.07706550839080353,6.54,7.163623819068131
1,0.07106470082915535,14.91,6.987455104010143
1,0.07106470082915535,11.01,6.911817367851674
1,0.12998323124978628,7.29,7.022767192320352
0,0.14458441545070555,15.96,7.197540166184663
0,0.03586669469958983,7.9,7.477560608369635
1,0.07706550839080353,15.99,6.953605024239787
0,0.03586669469958983,11.36,7.402160336296172
0,0.12664128808888697,6.03,6.842104012500836
0,0.1471322200089892,6.03,7.036600098423619
1,0.14458441545070555,11.78,7.137239850542147
1,0.1495704121238469,16.11,7.285238101438391
0,0.05808895505540834,12.61,6.645077851351778
1,0.027625889271455525,13.12,6.985666501342987
1,0.09334040913530196,6.54,7.248013569647174
1,0.07106470082915535,7.29,7.1586113912681215
1,0.09334040913530196,16.55,6.9683081698637395
1,0.043673327081762456,7.88,6.994817644860734
0,0.12314020680144803,10.99,7.117292442920812
0,0.07706550839080353,13.47,7.448028953397683
1,0.018922190903316233,6.54,7.335711388277038
1,0.07706550839080353,10.99,6.960697326850034
0,0.10735536519184478,10.31,6.683584036728866
0,0.05107247465373813,6.62,7.4580736553414075
1,0.15413968803428138,11.92,6.941463598324881
1,0.07706550839080353,12.84,7.1776952311873305
1,0.13913620725483847,6.53,7.035707632646136
1,0.12664128808888697,12.87,7.178255050913476
1,0.10735536519184478,19.03,7.115099604320519
1,0.07706550839080353,7.94,6.930508632218952
1,0.11562403831351005,8.0,7.120184727445858
1,0.12314020680144803,16.32,7.143536912742952
0,0.07106470082915535,7.49,7.002943706239925
0,0.05808895505540834,10.59,7.020971294765088
1,0.13622299164492185,10.78,6.951564490090654
1,0.043673327081762456,9.63,7.232090176379787
1,0.15413968803428138,14.96,6.995378687081066
0,0.10291108755642685,7.88,7.093561837647745
1,0.12664128808888697,7.66,6.853789330683024
1,0.043673327081762456,16.29,6.854459013006182
0,0.12314020680144803,13.41,6.967304854879011
1,0.018922190903316233,11.01,6.942993244428222
1,0.05808895505540834,10.81,6.9050524105359
0,0.08276696795456778,6.62,7.255879686610881
0,0.11947098721153884,5.79,6.859964829993334
1,0.11947098721153884,14.59,6.7746262905980545
0,0.1471322200089892,9.33,6.779388954299106
0,0.0881865105148077,12.69,6.88011067870277
1,0.15413968803428138,15.58,6.785499348946063
0,0.10735536519184478,8.49,7.205272989709688
0,0.0881865105148077,11.01,6.948034220489987
0,0.06474586227505028,11.38,7.3188615965549575
1,0.07706550839080353,12.26,6.946772755044755
0,0.07706550839080353,11.01,6.838324418677862
1,0.018922190903316233,7.49,7.224365601507451
1,0.10735536519184478,15.46,6.8416563791877705
0,0.027625889271455525,11.49,7.345701375640075
1,0.07706550839080353,12.69,7.13052899959031
1,0.11947098721153884,8.26,7.294786924833067
0,0.12998323124978628,7.49,6.9301839378447685
0,0.03586669469958983,13.49,7.24804969450616
0,0.05107247465373813,11.59,7.2854490737408595
1,0.11562403831351005,14.11,7.103250447304231
0,0.07106470082915535,14.68,7.1788017953509105
0,0.0881865105148077,11.83,7.447329569062408
0,0.11158913402205967,10.67,6.754541296897146
0,0.03586669469958983,11.99,7.005366588863688
0,0.05107247465373813,9.63,7.139794606632428
0,0.05808895505540834,11.01,7.003843285015897
1,0.13317448646743135,15.62,6.8611691489345725
1,0.06474586227505028,16.45,7.124957379232553
1,0.12314020680144803,12.06,7.220800342373878
0,0.07706550839080353,7.0,7.097955043877374
0,0.07106470082915535,14.29,7.130855824617853
1,0.12664128808888697,16.77,6.4445478054621175
1,0.09334040913530196,8.9,7.048288523620744
0,0.05107247465373813,14.35,7.021594497291854
0,0.027625889271455525,12.87,6.84357091990306
1,0.10735536519184478,6.03,7.036956441108044
0,0.10735536519184478,7.88,6.996518770872502
1,0.0881865105148077,13.23,6.874897185488348
1,0.018922190903316233,9.62,7.000374265886811
0,0.10735536519184478,5.42,7.112985991587792
1,0.07706550839080353,11.01,7.270715264722434
0,0.12664128808888697,11.83,6.73380101646075
0,0.06474586227505028,6.99,6.870887614081162
0,0.0881865105148077,6.49,6.891932877723083
0,0.09334040913530196,8.27,7.043200060440072
1,0.043673327081762456,8.64,6.88752872542193
0,0.09824386520004495,15.23,7.327571546174684
0,0.018922190903316233,5.79,7.519468816370108
0,0.12314020680144803,16.89,6.951509600289298
0,0.018922190903316233,15.62,7.396630931300835
1,0.03586669469958983,15.31,7.330979495768672
0,0.11947098721153884,7.49,6.689838811205863
0,0.043673327081762456,10.65,7.102155274608041
1,0.09824386520004495,13.1,6.970558925985369
0,0.03586669469958983,7.51,7.14301062044615
1,0.08276696795456778,8.49,6.9088314767373555
0,0.05808895505540834,5.42,7.106610234567842
0,0.09824386520004495,11.01,7.247704704301284
1,0.11562403831351005,12.82,7.005447286413706
0,0.09334040913530196,8.49,7.050279451692883
0,0.10291108755642685,10.74,7.094876930292527
0,0.13622299164492185,11.08,7.043055291947555
1,0.05808895505540834,6.1,7.402278411945007
0,0.018922190903316233,10.37,7.303373638178912
1,0.14458441545070555,15.65,6.884719977637267
0,0.09334040913530196,7.51,6.988649502976714
0,0.12314020680144803,10.0,6.954500377348379
0,0.043673327081762456,6.91,7.205620413318407
1,0.08276696795456778,7.5,7.247754010786259
1,0.07106470082915535,9.76,6.8788528648304075
0,0.05107247465373813,6.54,7.296651607765312
0,0.08276696795456778,10.75,7.4472202038678885
1,0.16572964823486547,8.27,6.7890039026450415
0,0.05808895505540834,7.68,7.227665836201382
0,0.0881865105148077,9.56,7.035047575253165
1,0.12314020680144803,11.99,6.997304296646946
1,0.09824386520004495,17.51,7.219649866696432
1,0.10735536519184478,15.62,7.12015582999795
1,0.018922190903316233,15.01,7.22442205222767
1,0.13622299164492185,12.56,6.889802884925189
1,0.0881865105148077,12.29,7.326213190991998
0,0.05808895505540834,11.01,7.0342810708189045
1,0.11158913402205967,6.62,7.0232849917751015
0,0.09334040913530196,14.27,7.114125347734062
0,0.07106470082915535,7.05,7.183219738185658
0,0.027625889271455525,7.49,7.069546652826685
1,0.07106470082915535,17.93,7.571413471889894
0,0.09824386520004495,13.57,7.260493349391718
0,0.11158913402205967,14.26,6.92492263840755
0,0.05107247465373813,6.03,6.878439031452666
0,0.05107247465373813,8.02,6.942027922219378
1,0.0881865105148077,12.99,6.669240593720437
1,0.018922190903316233,5.91,7.377405060419162
1,0.05808895505540834,6.03,7.097455964634153
1,0.06474586227505028,12.84,7.2145971701325085
0,0.09334040913530196,11.01,7.088382435439133
0,0.07706550839080353,6.62,6.950920958866829
1,0.0881865105148077,6.17,7.285975907380428
1,0.06474586227505028,7.66,7.362895790971668
0,0.07706550839080353,11.59,7.19902120869625
0,0.12664128808888697,6.62,7.070895939507867
0,0.08276696795456778,7.66,7.087254315542139
0,0.07706550839080353,10.87,7.228241747714618
1,0.12314020680144803,12.18,6.95532365076018
1,0.07706550839080353,6.62,6.924338851040907
1,0.1621852876392641,13.12,6.910049994124656
0,0.0881865105148077,11.12,6.894077918704618
0,0.043673327081762456,5.79,6.877957228942673
1,0.15413968803428138,14.19,6.942728043417617
1,0.1519045031768632,13.48,7.126379001626277
1,0.06474586227505028,12.87,7.198613434644821
0,0.05107247465373813,8.61,6.970313682855479
0,0.11562403831351005,13.49,7.001804068923036
0,0.12314020680144803,10.0,7.136001153681607
1,0.043673327081762456,12.23,7.316660854687601
0,0.06474586227505028,7.43,6.9526839454013905
